ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y,Longitude,Latitude
775,0,0,0,0,217.76,7.24,231.26,0,529436.8171,180797.3765,-0.13617124280070933,51.51128574607655
776,0,0,0,0,213.07,11.03,226.65,0,529435.0362,180801.7388,-0.13619529147327866,51.51132535628269
777,0,0,0,0,208.55,14.74,222.56,0,529432.3879,180805.4493,-0.13623207163881867,51.51135930747624
778,0,0,0,0,203.13,19.62,217.75,0,529428.9382,180809.769,-0.13628017028439904,51.51139891675214
779,0,0,0,0,197.32,25.1,212.76,0,529424.8956,180814.2311,-0.13633675581239083,51.51143994139702
780,0,0,0,0,208.8,17.89,228.44,0,529415.7947,180797.4708,-0.136473974630603,51.511291404472075
781,0,0,0,0,203.69,20.24,224.17,0,529412.0586,180801.4685,-0.13652631626231346,51.5113281854725
782,0,0,0,0,197.75,14.3,218.72,0,529409.272,180806.7496,-0.1365645125407831,51.51137628270179
783,0,0,0,0,192.83,9.56,214.55,0,529406.0268,180810.7598,-0.13660977975378433,51.51141306367206
784,0,0,0,0,191.86,16.09,207.66,0,529422.3174,180819.0453,-0.13637212180604158,51.51148379511134
785,0,0,0,0,186.99,11.29,203.58,0,529418.7857,180822.7333,-0.13642163334807772,51.51151774620633
786,0,0,0,0,180.25,8.82,196.85,0,529416.8506,180829.2955,-0.13644709639573774,51.511577161461105
787,0,0,0,0,174.33,9.26,191.47,0,529413.8717,180834.4143,-0.1364881218529821,51.51162384418021
788,0,0,0,0,167.22,13.36,185.27,0,529409.6949,180840.2897,-0.13654612234227026,51.51167760032056
789,0,0,0,0,158.45,20.9,177.72,0,529404.5987,180847.5585,-0.1366168534137376,51.511744088855366
790,0,0,0,0,151.21,26.89,171.54,0,529400.4179,180853.5912,-0.1366748541338348,51.511799259455195
791,0,0,0,0,143.96,32.46,165.8,0,529395.4599,180859.2893,-0.13674417112628212,51.51185160090456
792,0,0,0,0,137.01,19.42,159.99,0,529391.5777,180865.1722,-0.13679792653970632,51.5119053569202
793,0,0,0,0,129.26,13.03,153.71,0,529387.0904,180871.6694,-0.13686017167439243,51.51196477187254
794,0,0,0,0,121.31,9.25,147.45,0,529382.4029,180878.3189,-0.1369252444750056,51.51202560126676
795,0,0,0,0,114.49,10.89,142.22,0,529378.3284,180884.0395,-0.1369818293782425,51.51207794265511
796,0,0,0,0,101.07,9.61,134.32,0,529366.6776,180894.1323,-0.13714592813499596,51.5121713087504
797,1,0,1,0,93.1,17.24,128.34,1,529362.7634,180901.2738,-0.1371996838748888,51.51223638255469
798,1,0,1,0,85.52,10.38,124.33,1,529356.4192,180907.4089,-0.13728880655356862,51.51229296795805
799,1,0,1,0,77.89,6.99,118.56,1,529353.5848,180914.5778,-0.13732700084794108,51.51235804095398
800,0,0,0,0,104.39,13.57,144.9,0,529351.7253,180887.2977,-0.13736378202365618,51.512113308464784
801,0,0,0,0,99.05,19.45,141.2,0,529348.6524,180892.2568,-0.13740622125518573,51.51215857719844
802,0,0,0,0,92.75,11.38,137.3,0,529344.2794,180898.1273,-0.13746705104457024,51.512212333736066
803,1,0,1,0,89.03,7.64,134.9,1,529342.0279,180901.6905,-0.13749817198281983,51.51224487005198
804,1,0,1,0,51.89,10.82,90.12,1,529358.2507,180943.5035,-0.13724919678721392,51.512616919987046
805,2,0,2,0,45.73,17.09,87.23,1,529354.5849,180948.6048,-0.1373001234900969,51.51266360228542
806,2,0,2,0,40.91,21.91,84.85,1,529352.121,180952.7923,-0.13733407485505375,51.512701797617375
807,1,0,1,0,11.31,11.31,118.81,1,529297.0233,180960.2045,-0.13812490600850244,51.51278100854764
808,1,0,1,0,9.26,9.26,119.59,1,529293.1623,180964.9893,-0.1381787611485666,51.512824890814564
809,0,0,0,0,8.63,8.63,118.71,0,529291.6626,180969.5012,-0.1381987075248406,51.51286578074526
810,1,0,1,0,11.49,11.49,118.98,1,529289.0529,180974.0958,-0.13823461053407443,51.51290766764052
811,3,0,3,0,15.93,15.93,119.95,1,529286.0336,180978.458,-0.13827649807328643,51.51294755965804
812,0,0,0,0,21.5,21.5,122.11,0,529282.0484,180982.6847,-0.13833234683800055,51.51298645477674
813,2,0,2,0,26.17,26.17,122.05,1,529280.2493,180988.0768,-0.1383562830886121,51.5130353232147
814,1,0,1,0,31.61,23.62,123.7,1,529277.1524,180992.77,-0.13839916722844134,51.51307820752529
815,2,0,2,0,39.15,22.52,126.18,1,529273.0387,180999.324,-0.138456014375702,51.51313804669549
816,1,0,1,0,40.82,14.6,133.39,1,529266.7216,180994.5023,-0.13854876397258414,51.513096159556184
817,0,0,0,0,40.43,18.41,130.13,0,529269.4191,180997.3453,-0.13850887123410896,51.51312109212518
818,0,0,0,0,60.8,24.63,135.42,0,529261.9586,181010.2508,-0.1386115948058634,51.51323877523717
819,0,0,0,0,53.23,27.18,131.66,0,529265.5952,181011.564,-0.13855873679962835,51.51324974532125
820,0,0,0,0,61.3,14.97,140.17,0,529257.4478,181007.9165,-0.13867741768730868,51.513218828627245
821,0,0,0,0,50.88,18.01,150.41,0,529246.4467,181015.738,-0.13883299849601632,51.513291632438964
822,1,0,1,0,49.57,20.77,146.05,1,529250.6807,181018.0652,-0.13877116485477134,51.51331157859405
823,2,0,2,0,48.14,24.42,142.21,1,529254.419,181020.8237,-0.13871631261394585,51.51333551397572
824,0,0,0,0,46.06,29.13,138.78,0,529257.7859,181024.5716,-0.13866644706368192,51.513368425657326
825,0,0,0,0,36.0,35.26,145.47,0,529251.2955,181032.6517,-0.1387569669903191,51.51344252251367
826,0,0,0,0,31.95,31.95,147.85,0,529249.133,181036.1351,-0.13878683705435577,51.51347432101887
827,1,0,1,0,27.56,27.56,150.8,1,529246.4969,181039.8208,-0.13882345422785208,51.5135080457661
828,1,0,1,0,19.9,19.9,156.0,1,529242.0463,181046.4627,-0.1388851225732834,51.513568751663655
829,1,0,1,0,14.61,14.61,159.3,1,529239.4472,181051.3288,-0.13892077464071212,51.513613075821354
830,1,0,1,0,9.78,9.78,163.69,1,529235.8479,181056.0623,-0.1389708810783766,51.513656436910345
831,0,0,0,0,48.64,14.89,160.67,0,529278.7584,181134.2952,-0.13832418361686025,51.51434968391432
832,0,0,0,0,53.81,19.97,160.56,0,529283.5085,181139.0582,-0.13825402237754744,51.51439140157293
833,0,0,0,0,55.4,20.66,157.73,0,529288.3604,181139.8146,-0.13818386290802354,51.514397089837075
834,0,0,0,0,60.34,14.87,157.52,0,529293.0004,181143.7307,-0.13811559758921346,51.51443122175416
835,0,0,0,0,65.1,10.0,156.14,0,529298.8459,181146.8335,-0.13803026727075124,51.51445776911992
836,0,0,0,0,70.17,8.16,155.04,0,529304.6914,181149.9363,-0.13794493685425002,51.51448431642246
837,0,0,0,0,76.16,9.71,155.78,0,529309.5838,181154.2809,-0.13787287884007968,51.51452224127736
838,0,0,0,0,78.52,12.46,155.08,0,529312.583,181155.4123,-0.13782926635027198,51.51453172298654
839,0,0,0,0,75.96,20.77,188.24,0,529266.3621,181160.9885,-0.13849294882507102,51.51459240221038
840,0,0,0,0,79.31,27.61,185.76,0,529274.4228,181164.9916,-0.1383753826863901,51.51462653416148
841,0,0,0,0,85.62,15.76,185.29,0,529282.5615,181171.1068,-0.13825591901693346,51.514679628950354
842,0,0,0,0,90.06,9.36,183.49,0,529290.3698,181174.6815,-0.1381421448268906,51.51470996846896
843,0,0,0,0,95.09,9.15,183.27,0,529296.5885,181178.6379,-0.13805112591934499,51.51474410155514
844,0,0,0,0,102.31,15.61,184.87,0,529303.0221,181184.4987,-0.13795631370845077,51.51479529968147
845,0,0,0,0,83.4,16.39,155.99,0,529316.4443,181158.8866,-0.13777237821090463,51.5145620624472
846,0,0,0,0,89.78,24.57,155.81,0,529323.0684,181162.4312,-0.13767567123639204,51.514592401817175
847,3,0,3,0,108.39,15.75,184.58,1,529310.8196,181188.4952,-0.137842540001124,51.514829431958866
848,0,0,0,0,113.0,9.95,183.83,0,529317.4706,181190.9855,-0.13774583147654598,51.51485029056321
849,3,0,3,0,119.16,9.59,185.85,1,529322.6206,181195.5476,-0.13766998272045125,51.514890110978925
850,0,0,0,0,96.1,20.99,156.15,0,529329.2979,181165.9659,-0.13758465124584393,51.514622742384596
851,0,0,0,0,100.92,19.64,156.62,0,529333.97,181168.6168,-0.13751638658029142,51.514645496645294
852,0,0,0,0,107.59,18.44,158.02,0,529339.9255,181172.5665,-0.13742916071618785,51.51467962923205
853,0,0,0,0,124.33,12.33,187.2,0,529327.5344,181199.0488,-0.1375979247522172,51.51492045138732
854,0,0,0,0,128.64,15.91,187.74,0,529332.4749,181201.4956,-0.13752586862807656,51.51494131008105
855,0,0,0,0,134.34,9.68,189.84,0,529337.3779,181205.4184,-0.13745381148995228,51.51497544165607
856,0,0,0,0,114.82,12.37,159.5,0,529346.6705,181176.5363,-0.1373305560477584,51.51471376179843
857,0,0,0,0,121.11,9.06,161.46,0,529352.1052,181180.2617,-0.1372509133271023,51.51474599766125
858,0,1,1,0,140.07,10.03,192.44,1,529341.8808,181209.5421,-0.13738744334364447,51.515011470125685
859,0,0,0,0,181.72,21.78,266.47,0,529285.3833,181267.1859,-0.13818006941904806,51.515542416909845
860,0,0,0,0,183.88,28.3,265.95,0,529290.7346,181269.0101,-0.13810232378357423,51.515557586912806
861,0,0,0,0,187.25,22.17,266.49,0,529296.1906,181271.8919,-0.13802268247196647,51.51558223724535
862,0,0,0,0,189.68,16.95,266.27,0,529301.4104,181273.7128,-0.13794683198289392,51.515597407555774
863,1,0,1,0,193.25,9.88,265.59,1,529309.7769,181276.0357,-0.13782547408016926,51.51561636956188
864,0,0,0,0,194.65,8.32,264.6,0,529314.5026,181276.578,-0.13775720886818998,51.51562016235956
865,0,0,0,0,188.91,14.78,258.01,0,529316.5055,181270.2988,-0.1377306617066325,51.5155632751158
866,0,0,0,0,184.89,19.69,253.0,0,529318.597,181265.7099,-0.13770221890744397,51.51552155780089
867,0,0,0,0,181.3,24.22,248.43,0,529320.5463,181261.5394,-0.1376756709642524,51.51548363302963
868,0,0,0,0,175.45,30.22,242.53,0,529320.8335,181255.4276,-0.13767377453759086,51.515428642515474
869,0,0,0,0,171.46,34.74,238.02,0,529321.8672,181251.0228,-0.137660500296008,51.515388821553366
870,0,0,0,0,167.46,39.58,233.16,0,529323.4324,181246.4205,-0.1376396430748546,51.51534710416534
871,0,0,0,0,164.23,43.9,228.79,0,529325.3763,181242.4609,-0.1376130957539776,51.51531107590762
872,0,0,0,0,157.39,36.57,218.71,0,529330.4751,181233.5174,-0.1375429342620639,51.515229537343565
873,0,0,0,0,152.0,29.48,211.6,0,529332.8835,181226.8266,-0.13751069791739207,51.51516885838867
874,0,0,0,0,148.01,24.22,206.3,0,529334.5911,181221.8059,-0.137487943273199,51.51512334837591
875,0,0,0,0,145.08,19.15,201.36,0,529337.2036,181217.4413,-0.1374519146220259,51.51508352755392
876,0,0,0,0,222.54,19.1,265.75,0,529366.713,181289.0901,-0.1370006106185981,51.51572066242718
877,0,0,0,0,221.1,21.7,266.58,0,529362.3606,181289.4014,-0.13706318622411434,51.51572445570467
878,0,0,0,0,214.77,23.39,265.03,0,529352.826,181286.4156,-0.13720161246851448,51.51569980443063
879,0,0,0,0,211.12,21.97,264.51,0,529346.68,181284.7821,-0.1372907351625102,51.51568653057455
880,0,0,0,0,208.8,21.07,265.38,0,529340.5018,181284.4138,-0.13737985777196413,51.515684633969265
881,0,0,0,0,204.67,12.38,264.31,0,529334.5088,181281.9402,-0.1374670846246767,51.51566377526795
882,0,0,0,0,203.35,8.63,265.64,0,529329.3723,181282.0205,-0.13754103864179767,51.51566567170613
883,0,0,0,0,199.65,13.37,260.9,0,529331.327,181277.6392,-0.13751449024826026,51.515625851271345
884,0,0,0,0,194.99,19.08,255.14,0,529333.3084,181272.2035,-0.13748794385086355,51.51557654916255
885,0,0,0,0,192.06,22.94,251.33,0,529334.8469,181268.6555,-0.13746708478884226,51.5155443125154
886,0,0,0,0,188.44,27.22,246.98,0,529336.0068,181264.465,-0.13745191442537452,51.51550638851396
887,0,0,0,0,183.75,33.18,241.02,0,529337.9936,181258.8184,-0.13742536769776417,51.51545518986433
888,0,0,0,0,181.28,36.6,237.64,0,529339.3898,181255.6888,-0.13740640495389747,51.515426745783756
889,0,0,0,0,176.77,42.62,231.65,0,529341.5082,181250.0456,-0.1373779615898878,51.515375547577705
890,0,0,0,0,173.34,45.53,226.99,0,529343.1997,181245.6576,-0.1373552069251826,51.515335727099526
891,0,0,0,0,168.58,39.61,220.91,0,529344.7972,181239.7901,-0.1373343486102858,51.515282632317344
892,0,0,0,0,165.33,35.05,215.93,0,529347.0204,181235.2046,-0.13730400817755467,51.515240915339405
893,0,0,0,0,161.57,30.16,210.66,0,529348.728,181230.1839,-0.13728125370638872,51.515195405288786
894,0,0,0,0,158.63,26.16,205.92,0,529350.8142,181225.8059,-0.1372528105583381,51.515155584373055
895,0,0,0,0,156.15,23.06,201.6,0,529352.8897,181221.8496,-0.13722436696813384,51.515119555583404
896,1,0,1,0,150.86,13.65,191.61,1,529357.8623,181212.692,-0.13715610265278225,51.51503612161425
897,0,0,0,0,152.62,17.62,196.08,0,529354.8659,181216.6248,-0.13719781874065093,51.515072149892376
898,0,0,0,0,148.05,9.61,186.99,0,529359.4223,181208.3006,-0.1371352436197847,51.514996300621775
899,0,0,0,0,144.97,6.49,180.95,0,529362.067,181202.6708,-0.13709921547609252,51.51494510237498
900,0,0,0,0,142.2,9.39,174.16,0,529365.6488,181196.4318,-0.13704991351408655,51.51488821504891
901,0,0,0,0,138.06,11.18,166.79,0,529367.6733,181189.3092,-0.13702336577374907,51.514823743340195
902,0,0,0,0,232.42,9.96,270.26,0,529378.1566,181294.6566,-0.1368337415621648,51.515768068616836
903,2,0,2,0,136.42,14.22,161.37,1,529370.6967,181184.322,-0.1369816477775407,51.514778233265204
904,0,0,0,0,134.22,23.25,154.95,0,529373.6153,181178.2772,-0.13694182711427177,51.51472324283518
905,0,0,0,0,131.31,15.77,147.32,0,529376.303,181170.9604,-0.13690579865549465,51.514656874157026
906,4,0,4,0,130.19,10.32,140.89,1,529379.7479,181164.929,-0.13685839290255172,51.51460188370997
907,0,0,0,0,118.05,13.88,153.67,0,529355.7084,181173.1792,-0.13720161240372308,51.51468152523278
908,0,0,0,0,114.03,16.14,144.34,0,529358.96,181164.3998,-0.13715799790208622,51.51460188370864
909,3,0,3,0,110.76,10.2,135.96,1,529361.6638,181156.4504,-0.13712196926416972,51.51452982643312
910,0,0,0,0,110.33,7.57,131.26,0,529364.4025,181152.3,-0.13708404518317727,51.5144919015806
911,0,0,0,0,108.87,9.46,124.77,0,529366.9264,181146.2451,-0.1370499132372827,51.51443691071393
912,5,0,5,0,72.71,46.99,108.64,1,529341.2995,181118.5842,-0.13742915955548382,51.5141941929241
913,1,0,1,0,155.48,8.44,111.65,1,529389.8195,181136.4887,-0.13672375985090596,51.5143439953302
914,3,0,3,0,140.55,6.17,102.11,1,529376.5469,181125.1785,-0.1369190730079665,51.514245390864495
915,0,0,0,0,135.63,9.12,95.64,0,529379.334,181119.1303,-0.13688114811078805,51.51419039994497
916,0,0,0,0,151.34,13.65,106.54,0,529391.3956,181131.4647,-0.13670290159476386,51.51429848560335
917,0,0,0,0,146.11,12.2,99.77,0,529393.9357,181124.7772,-0.13666876891029434,51.51423780594724
918,0,0,0,0,130.36,15.17,88.83,0,529381.8687,181112.6537,-0.1368470157068373,51.514131616865384
919,0,0,0,0,124.93,22.19,81.6,0,529384.5457,181105.7587,-0.13681098727153448,51.5140690411895
920,2,2,4,0,139.73,18.68,91.37,1,529396.9134,181116.4128,-0.1366289485337858,51.514161956380356
921,0,0,0,0,134.74,26.06,84.15,0,529400.259,181109.1128,-0.13658343907681306,51.51409558804138
922,0,0,0,0,131.47,31.27,79.28,0,529402.493,181104.1056,-0.13655309920039208,51.51405007872023
923,0,0,0,0,127.86,34.89,73.72,0,529405.1432,181098.2649,-0.13651707056510817,51.51399698375071
924,0,0,0,0,122.7,40.39,66.05,0,529407.984,181090.1081,-0.13647914626225588,51.513923031097335
925,0,0,0,0,107.21,49.24,55.25,0,529394.937,181080.2806,-0.1366706650874926,51.513837699955836
926,1,0,1,0,110.33,43.02,61.03,1,529391.7659,181085.897,-0.1367142785106745,51.51388889835354
927,1,0,1,0,113.67,37.13,66.7,1,529388.8633,181091.3093,-0.1367540996892435,51.513938201119416
928,1,0,1,0,118.93,29.7,74.08,1,529386.3125,181098.4185,-0.13678823174918214,51.514002672885574
929,2,0,2,0,103.08,39.47,48.54,1,529397.3455,181073.5898,-0.13663842940312226,51.51377702074609
930,0,0,0,0,99.09,33.29,42.31,0,529398.9538,181067.3006,-0.13661757168864017,51.51372013368255
931,1,0,1,0,118.0,43.28,58.97,1,529410.3892,181082.3736,-0.1364473410964479,51.513852973191824
932,0,0,0,0,111.25,24.79,46.4,0,529417.75,181066.3203,-0.13634721232921093,51.51370702277471
933,0,0,0,0,95.57,26.51,35.87,0,529401.2812,181060.6132,-0.13658650297728994,51.51365950357094
934,0,0,0,0,88.36,10.75,20.19,0,529408.7285,181041.1628,-0.136486374217486,51.513483004810034
935,0,0,0,0,106.82,8.13,37.81,0,529425.3656,181049.518,-0.13624368909081555,51.513554282935026
936,0,0,0,0,107.51,12.95,39.5,0,529422.4001,181054.919,-0.13628441955637124,51.513603498701166
937,3,0,3,0,62.81,62.81,72.01,1,529340.9284,181070.7853,-0.1374520260821246,51.513764724004226
938,0,0,0,0,68.63,64.28,70.24,0,529346.4942,181074.3262,-0.13737056453381427,51.51379527194189
939,1,0,1,0,74.07,58.81,68.98,1,529351.7163,181077.4806,-0.13729419484139194,51.51382242508418
940,1,0,1,0,80.98,11.51,13.65,1,529402.3433,181037.4121,-0.13657971434939306,51.51345075957807
941,5,1,6,0,74.58,14.28,8.65,1,529397.1356,181033.6914,-0.13665608409882352,51.5134185144429
942,2,0,2,0,69.0,13.08,7.26,1,529392.2571,181030.9234,-0.1367273629988995,51.51339475554905
943,3,0,3,0,63.18,15.09,10.54,1,529386.6577,181028.7035,-0.13680882378546366,51.51337608715264
944,2,0,2,0,57.38,18.71,15.41,1,529381.1808,181026.2979,-0.13688858826115466,51.51335572184507
945,0,0,0,0,52.13,23.07,20.51,0,529376.0476,181024.2788,-0.13696326073427326,51.513338751206405
946,0,0,0,0,47.19,27.89,25.76,0,529370.9048,181022.6371,-0.13703793304939638,51.51332517429137
947,5,0,5,0,43.55,30.07,33.46,1,529379.4949,180996.2806,-0.13692387604219036,51.51308635148979
948,0,18,18,0,49.44,25.26,29.27,1,529385.1847,180998.0969,-0.13684126181010728,51.51310137226342
949,3,0,3,0,54.72,18.53,22.83,1,529389.5208,181003.341,-0.1367768874799155,51.513147507266346
950,5,0,5,0,60.06,15.65,20.83,1,529394.7852,181004.3108,-0.13670071040586648,51.513155018040685
951,1,0,1,0,66.0,13.61,19.46,1,529400.4781,181006.0078,-0.13661809508098807,51.51316896583408
952,0,0,0,0,69.65,19.4,25.34,0,529405.1438,181001.2316,-0.13655264808208983,51.513124976013366
953,0,0,0,0,70.39,24.31,30.25,0,529406.4565,180996.4895,-0.13653548079885885,51.51308205987422
954,0,0,0,0,83.54,20.4,24.92,0,529417.2557,181011.2106,-0.1363745444578537,51.51321188247941
955,6,0,6,0,72.88,23.16,36.17,1,529409.1988,180991.1868,-0.13649792912903486,51.51303377865967
956,1,1,2,0,76.34,17.66,41.9,1,529412.5486,180986.3444,-0.13645145912931753,51.512989494985426
957,2,0,2,0,87.91,24.76,34.25,1,529423.2495,181003.6287,-0.13629099852661125,51.51314237464172
958,0,0,0,0,90.19,20.75,40.2,0,529426.2016,180997.9396,-0.13625056712065606,51.51309057288155
959,0,0,0,0,92.32,16.01,45.19,0,529428.6026,180993.2205,-0.13621771730523777,51.51304761431954
960,1,0,1,0,95.64,12.73,50.38,1,529431.9501,180989.2285,-0.1361709687606562,51.51301097333849
961,4,0,4,0,97.96,9.68,55.28,1,529434.0882,180984.5028,-0.13614190794427375,51.51296801561449
962,0,0,0,0,101.76,9.68,62.19,0,529437.3212,180978.1178,-0.13609768643799527,51.512909895679456
963,0,0,0,0,98.58,17.6,73.35,0,529429.9803,180959.7943,-0.13621013545514005,51.51274690833464
964,0,0,0,0,96.4,20.23,74.43,0,529426.7168,180957.0399,-0.13625814843561054,51.51272290231139
965,0,0,0,0,93.33,14.02,75.36,0,529422.3137,180954.2564,-0.13632258516291637,51.51269889555765
966,0,0,0,0,79.1,13.4,47.6,0,529414.8635,180981.1414,-0.13642002673172252,51.51294220752457
967,1,0,1,0,82.4,10.15,52.78,1,529417.5473,180976.6469,-0.13638302143009892,51.5129012027
968,2,0,2,0,86.38,8.87,58.45,1,529420.6559,180971.8293,-0.13634001648120211,51.51285719705057
969,0,0,0,0,83.65,12.5,58.83,0,529417.4368,180970.078,-0.13638702213973097,51.51284219535733
970,1,0,1,0,79.18,20.77,58.25,1,529412.5324,180969.0628,-0.13645803046024862,51.51283419440495
971,2,0,2,0,75.79,17.72,60.03,1,529408.0924,180966.1675,-0.13652303969950244,51.512809191274755
972,1,0,1,0,72.23,16.22,61.96,1,529403.2998,180963.4858,-0.13659304887933993,51.512786188345814
973,1,0,1,0,69.27,16.16,64.52,1,529398.7905,180960.5887,-0.13665905673455583,51.51276118481979
974,0,0,0,0,66.34,18.13,66.4,0,529394.5333,180958.6997,-0.13672106397177083,51.512745183052566
975,0,0,0,0,91.44,9.07,77.92,0,529418.4267,180950.2936,-0.13638002120124568,51.512664172663406
976,0,0,0,0,98.42,14.22,85.42,0,529422.9658,180943.8431,-0.13631701259017245,51.51260516528317
977,0,0,0,0,103.55,19.15,90.66,0,529426.4101,180939.4792,-0.1362690066536398,51.512565160041454
978,1,0,1,0,108.37,24.04,96.13,1,529429.1718,180934.6528,-0.13623100156984844,51.51252115466226
979,1,0,1,0,57.69,5.62,94.11,1,529360.4835,180938.1478,-0.1372190022283234,51.51256827924383
980,2,0,2,0,56.25,6.49,89.36,1,529364.3097,180941.7332,-0.13716258096940723,51.512599624888885
981,0,0,0,0,56.46,9.21,85.81,0,529368.3553,180944.0286,-0.13710347265790598,51.51261932748866
982,1,0,1,0,56.86,13.81,81.67,1,529372.8207,180946.9327,-0.13703809495091354,51.512644404219564
983,1,0,1,0,57.64,17.97,78.2,1,529376.7369,180949.4241,-0.13698077835372732,51.51266589774925
984,1,0,1,0,60.37,20.28,74.74,1,529382.525,180951.6643,-0.13689659370829832,51.51268470553919
985,0,0,0,0,62.45,24.08,71.31,0,529387.2441,180954.3755,-0.1368276326033279,51.512707990576246
986,1,0,1,0,63.45,26.23,69.61,1,529389.4457,180955.8267,-0.13679539185157344,51.51272052834472
987,0,0,0,0,74.66,4.9,92.86,0,529383.9934,180933.0659,-0.13688226434791892,51.51251723158971
988,0,0,0,0,76.17,10.4,89.91,0,529388.9686,180935.4847,-0.13680972223020704,51.512537830320355
989,0,0,0,0,78.06,15.83,87.32,0,529393.8842,180937.8022,-0.13673807558190698,51.51255753229064
990,0,0,0,0,79.02,14.74,84.8,0,529397.3033,180940.281,-0.13668792305854074,51.51257902618211
991,1,0,1,0,84.11,12.13,99.66,1,529389.8411,180925.6409,-0.13680076554566706,51.51244916754889
992,0,0,0,0,88.57,16.11,103.68,0,529391.8118,180921.5055,-0.1367738989944989,51.512411553116586
993,2,0,2,0,90.74,19.74,113.94,1,529381.9159,180912.0852,-0.13691987810780618,51.51232915988689
994,0,0,0,0,94.19,21.53,108.4,0,529394.7946,180916.6983,-0.13673270212628055,51.51236766985265
995,0,0,0,0,95.72,23.9,116.86,0,529385.9818,180908.7007,-0.1368625602776511,51.51229781423681
996,0,0,0,0,103.11,31.34,123.53,0,529388.8314,180901.7973,-0.13682405043083407,51.512235123584034
997,0,0,0,0,109.29,28.32,128.89,0,529391.6455,180896.2882,-0.13678554071811883,51.512184971179444
998,0,0,0,0,118.13,25.46,136.88,0,529395.3334,180888.2102,-0.1367353882831619,51.51211153293638
999,0,0,0,0,100.92,28.12,114.39,0,529398.0564,180910.7023,-0.13668792299003155,51.51231303936449
1000,1,0,1,0,108.19,35.34,120.68,1,529401.9447,180904.5229,-0.13663418811327482,51.51225661735017
1001,0,0,0,0,113.8,49.61,126.12,0,529404.1945,180899.1987,-0.1366037380502608,51.512208255645426
1002,1,0,1,0,120.94,55.21,132.28,1,529408.2616,180893.3229,-0.13654731692009547,51.512154521038084
1003,0,0,0,0,124.78,38.34,136.32,0,529409.3573,180889.3646,-0.13653298785504836,51.512118698314914
1004,0,0,0,0,126.09,26.18,143.78,0,529399.3637,180881.3369,-0.1366798628955091,51.512048842590985
1005,0,0,0,0,132.98,29.1,149.58,0,529403.3015,180875.6571,-0.13662523221194872,51.511996898996216
1006,0,0,0,0,150.1,34.51,164.63,0,529412.5607,180861.2434,-0.13649716424457137,51.511865248887304
1007,0,0,0,0,157.53,29.6,171.05,0,529417.0654,180855.279,-0.1364344737222081,51.51181061787205
1008,0,0,0,0,163.91,26.25,176.67,0,529420.8041,180850.0924,-0.13638253020364297,51.511763151962796
1009,0,0,0,0,162.38,38.75,170.07,0,529430.8498,180858.5201,-0.13623475857940506,51.51183659007257
1010,0,0,0,0,169.66,37.65,176.51,0,529435.593,180852.9605,-0.13616848500199918,51.51178554214508
1011,0,0,0,0,177.03,37.26,183.51,0,529439.4839,180846.6815,-0.1361147504648382,51.51172822423173
1012,0,0,0,0,183.66,30.85,189.28,0,529444.2068,180841.9187,-0.13604847726595354,51.511684341474876
1013,0,0,0,0,170.95,23.95,182.98,0,529424.8688,180844.3162,-0.1363261079092667,51.51171031287643
1014,0,0,0,0,177.54,24.59,188.55,0,529429.5321,180839.4521,-0.13626073005498773,51.51166553352578
1015,0,0,0,0,182.8,25.78,193.27,0,529432.7483,180835.2488,-0.13621595137023093,51.51162702373069
1016,0,0,0,0,188.76,26.54,198.32,0,529437.1478,180830.976,-0.1361541561537819,51.51158761852328
1017,0,0,0,0,193.56,22.17,202.93,0,529439.4319,180826.7489,-0.1361228106239205,51.511549108139945
1018,0,0,0,0,198.9,17.27,207.89,0,529442.4668,180822.3417,-0.13608071807041205,51.51150880740457
1019,0,0,0,0,204.19,12.5,212.66,0,529445.8669,180818.2427,-0.13603325287723175,51.511471192762144
1020,0,0,0,0,194.22,20.86,198.76,0,529451.3101,180834.0274,-0.13594906884461275,51.511611798982045
1021,0,0,0,0,201.4,14.16,205.56,0,529455.4395,180828.1532,-0.13589175137005066,51.511558064187746
1022,0,0,0,0,210.25,8.25,218.26,0,529449.4738,180813.3518,-0.13598309988828394,51.51142641421104
1023,0,0,0,0,212.0,6.82,215.56,0,529461.7503,180819.6438,-0.13580398392508153,51.511480148310994
1024,0,0,0,0,210.6,11.76,212.71,0,529464.6964,180823.6055,-0.135760100357888,51.5115150764453
1025,0,0,0,0,210.53,15.54,210.74,0,529469.2658,180827.3095,-0.135692932236649,51.51154731707937
1026,0,0,0,0,210.7,10.72,209.31,0,529473.1073,180830.2974,-0.13563651009379354,51.511573288952086
1027,0,0,0,0,211.36,6.01,208.4,0,529477.0832,180832.8901,-0.13557829723487766,51.51159567849046
1028,0,0,0,0,232.01,27.12,232.25,0,529479.947,180808.3479,-0.13554605705797193,51.51137446989263
1029,0,0,0,0,231.86,23.45,230.46,0,529484.1461,180811.9429,-0.13548426209620432,51.51140581563816
1030,0,0,0,0,231.94,19.14,229.0,0,529488.1664,180815.2343,-0.13542515355053678,51.51143447393158
1031,0,0,0,0,231.4,14.29,226.69,0,529492.2831,180819.6244,-0.13536425340336244,51.51147298378854
1032,0,0,0,0,231.48,11.59,225.3,0,529495.9305,180822.9064,-0.13531051870512936,51.51150164292915
